epoch,train_loss,val_loss,train_acc,val_acc,learning_rate
1,1.967051805537424,0.8040727536852766,51.060956790123456,79.3076923076923,0.001
2,0.7543311621303912,0.5500845596557711,78.76157407407408,85.53846153846153,0.001
3,0.5525891152153044,0.5780254184472852,84.20138888888889,86.23076923076923,0.001
4,0.4600566541891039,0.4209769543532918,86.67052469135803,89.53846153846153,0.001
5,0.3950083197818862,0.511476523265606,88.83101851851852,88.6923076923077,0.001
6,0.3621557661458666,0.4104437066650972,89.48688271604938,91.3076923076923,0.001
7,0.3250075810715372,0.4506963560493981,90.35493827160494,89.23076923076923,0.001
8,0.29467652273582823,0.4357483834028244,91.20370370370371,89.76923076923077,0.001
9,0.2767993977960245,0.3662468187692689,91.7824074074074,91.53846153846153,0.001
10,0.23672022727996478,0.4506486447119131,92.84336419753086,90.61538461538461,0.001
11,0.25009046161524306,0.4810929368363648,92.28395061728395,89.3076923076923,0.001
12,0.24823179889332364,0.44006867334246635,93.05555555555556,90.84615384615384,0.001
13,0.23748251501424814,0.4209690164865517,92.72762345679013,92.0,0.001
14,0.21754500260691584,0.457253433037095,93.3449074074074,91.6923076923077,0.001
15,0.1801046341151735,0.4138093916926442,94.57947530864197,91.61538461538461,0.001
16,0.17466356039599137,0.5365270939542026,94.77237654320987,90.0,0.001
17,0.2085522260332917,0.414676064943395,94.07793209876543,93.0,0.001
18,0.22720294740097022,0.4532648036937888,93.46064814814815,90.6923076923077,0.001
19,0.19979637171383258,0.5415370667853007,93.42206790123457,89.6923076923077,0.001
20,0.1850540607155841,0.4181116033436322,94.32870370370371,93.46153846153847,0.001
21,0.17498935604996887,0.4746353181942207,94.77237654320987,91.0,0.001
22,0.14268924709823397,0.5212309952916169,95.73688271604938,90.6923076923077,0.001
23,0.17118241364297307,0.44636259791327687,94.52160493827161,91.84615384615384,0.001
24,0.16085522527588003,0.46973534582591636,95.17746913580247,91.53846153846153,0.001
25,0.17391674961020917,0.4933824746347055,95.25462962962963,90.23076923076923,0.001
26,0.1905834356115924,0.41594266028302473,94.11651234567901,91.92307692307692,0.0005
27,0.10054524008322645,0.3711327871353161,97.10648148148148,93.53846153846153,0.0005
28,0.04208631806627468,0.37412212898091574,98.70756172839506,94.15384615384616,0.0005
29,0.039615374242449986,0.390546653783176,98.6304012345679,94.15384615384616,0.0005
30,0.04110090574824515,0.3988926031785767,98.66898148148148,94.15384615384616,0.0005
31,0.03802047044406703,0.42116423750795967,98.76543209876543,93.61538461538461,0.0005
32,0.04131259348381449,0.4265691232753963,98.86188271604938,94.07692307692308,0.0005
33,0.0349406883534458,0.48028901083076875,98.88117283950618,93.6923076923077,0.0005
34,0.027474384662913687,0.43300765834567023,99.09336419753086,94.0,0.00025
35,0.02552640019559566,0.44586261161943763,99.20910493827161,93.76923076923077,0.00025
36,0.01859974794457724,0.4371145371256805,99.28626543209876,94.3076923076923,0.00025
37,0.021035328875353306,0.4318189820865305,99.47916666666667,94.6923076923077,0.00025
38,0.01604185934052055,0.47454444773313476,99.53703703703704,94.76923076923077,0.00025
39,0.012349423894911636,0.47496001031704066,99.57561728395062,94.61538461538461,0.00025
40,0.009944874011440041,0.4747977741062641,99.65277777777777,94.61538461538461,0.00025
41,0.011838773173498518,0.4780116241152694,99.63348765432099,94.6923076923077,0.00025
42,0.012277571024534143,0.47771569677605863,99.5949074074074,94.38461538461539,0.00025
43,0.015817070034918963,0.4859232703541837,99.49845679012346,94.38461538461539,0.00025
44,0.019347208195630416,0.48793047693807906,99.36342592592592,94.38461538461539,0.000125
45,0.011829619997261483,0.5088538815517251,99.63348765432099,94.23076923076923,0.000125
46,0.008592961953929912,0.490039978994102,99.69135802469135,94.61538461538461,0.000125
47,0.010936805955421777,0.49458736453841373,99.6141975308642,94.46153846153847,0.000125
48,0.007080170107476505,0.4923443540749026,99.74922839506173,94.38461538461539,0.000125
